brand,model,year,engine_cc,gear_type,fuel_type,mileage_km,condition,town,listing_month,listing_year,price_lkr
AUDI,A1,2018,1000.0,automatic,petrol,77000.0,USED,Dehiwala-Mount-Lavinia,1,2025,9850000.0
AUDI,A1,2018,1500.0,automatic,petrol,77000.0,USED,Colombo,12,2024,9137500.0
AUDI,A1,2017,1000.0,automatic,petrol,88000.0,USED,Colombo,1,2025,9700000.0
AUDI,A1,2017,1000.0,automatic,petrol,88000.0,USED,Negombo,12,2024,10700000.0
AUDI,A1,2017,1000.0,automatic,petrol,88000.0,USED,Colombo,12,2024,9950000.0
AUDI,A1,2017,1000.0,automatic,petrol,88000.0,USED,Matara,12,2024,10400000.0
AUDI,A1,2016,990.0,automatic,petrol,99000.0,USED,Gampaha,2,2025,10000000.0
AUDI,A1 RS,2016,1000.0,automatic,petrol,99000.0,USED,Colombo,1,2025,10500000.0
AUDI,A3,2025,1500.0,automatic,petrol,0.0,BRAND NEW,Colombo,4,2026,19818000.0
AUDI,A3,2025,1500.0,automatic,petrol,0.0,BRAND NEW,Kandy,4,2026,18877000.0
AUDI,A3,2025,1500.0,automatic,petrol,0.0,BRAND NEW,Colombo,4,2026,19137000.0
AUDI,A3,2025,1500.0,automatic,petrol,0.0,BRAND NEW,Galle,4,2026,18614000.0
AUDI,A3,2025,1500.0,automatic,petrol,0.0,BRAND NEW,Kandy,4,2026,19228000.0
AUDI,A3,2025,1500.0,automatic,petrol,10115.0,USED,Gampaha,4,2026,18747000.0
AUDI,A3,2025,1500.0,automatic,petrol,12819.0,USED,Batticaloa,4,2026,19033000.0
AUDI,A3,2025,1500.0,automatic,petrol,0.0,BRAND NEW,Kandy,4,2026,19221000.0
AUDI,A3,2025,1500.0,automatic,petrol,1473.0,USED,Galle,4,2026,17650000.0
AUDI,A3,2025,1500.0,automatic,petrol,10661.0,USED,Jaffna,4,2026,18456000.0
AUDI,A3,2025,1500.0,automatic,petrol,0.0,BRAND NEW,Kandy,4,2026,18680000.0
AUDI,A3,2024,1500.0,automatic,petrol,8161.0,USED,Kandy,4,2026,17663000.0
AUDI,A3,2024,1500.0,automatic,petrol,9865.0,USED,Jaffna,4,2026,17840000.0
AUDI,A3,2024,1500.0,automatic,petrol,11146.0,USED,Kandy,4,2026,17700000.0
AUDI,A3,2024,1500.0,automatic,petrol,1286.0,USED,Kalutara,4,2026,18019000.0
AUDI,A3,2024,1500.0,automatic,petrol,4105.0,USED,Kandy,4,2026,18469000.0
AUDI,A3,2024,1500.0,automatic,petrol,8064.0,USED,Kurunegala,4,2026,16456000.0
AUDI,A3,2024,1500.0,automatic,petrol,10993.0,USED,Kurunegala,4,2026,19299000.0
AUDI,A3,2023,1500.0,automatic,petrol,11070.0,RECONDITIONED,Galle,4,2026,17210000.0
AUDI,A3,2023,1500.0,automatic,petrol,27312.0,RECONDITIONED,Negombo,4,2026,16605000.0
AUDI,A3,2023,1500.0,automatic,petrol,8647.0,RECONDITIONED,Kurunegala,4,2026,17460000.0
AUDI,A3,2023,1500.0,automatic,petrol,29499.0,RECONDITIONED,Kalutara,4,2026,18796000.0
AUDI,A3,2023,1500.0,automatic,petrol,11276.0,RECONDITIONED,Colombo,4,2026,17139000.0
AUDI,A3,2023,1500.0,automatic,petrol,8552.0,RECONDITIONED,Kalutara,4,2026,17617000.0
AUDI,A3,2023,1500.0,automatic,petrol,26550.0,RECONDITIONED,Kalutara,4,2026,17571000.0
AUDI,A3,2018,1000.0,automatic,petrol,77000.0,USED,Nugegoda,2,2025,13900000.0
AUDI,A3,2018,1750.0,automatic,petrol,77000.0,USED,Gampaha,1,2025,13900000.0
AUDI,A3,2018,1000.0,automatic,petrol,77000.0,USED,Anuradapura,1,2025,13900000.0
AUDI,A3,2018,1000.0,automatic,petrol,77000.0,USED,Kandy,1,2025,13900000.0
AUDI,A3 S LINE,2018,1000.0,automatic,petrol,77000.0,USED,Colombo,1,2025,17800000.0
AUDI,A3 S LINE,2018,1000.0,automatic,petrol,77000.0,USED,Colombo,12,2024,17800000.0
